Category,EmailLength,WordCount,SentenceCount,AvgWordLength,DigitCount,SpecialCharCount
0,1357,356,36,2.735955056179775,45,132
0,1577,407,5,2.803439803439804,60,190
0,1301,273,12,3.692307692307693,6,31
0,2464,504,25,3.811507936507936,43,94
0,1250,270,20,3.555555555555556,51,58
0,744,152,6,3.75,46,33
0,1034,176,5,4.789772727272728,2,18
0,2922,460,30,5.226086956521739,12,67
0,1487,329,19,3.3556231003039514,42,111
0,1074,227,12,3.674008810572688,24,39
0,945,162,8,4.753086419753086,4,19
0,1391,271,40,4.047970479704797,28,72
0,9257,2580,341,2.474806201550388,134,1426
0,181,32,2,4.5625,0,5
0,1635,354,14,3.5847457627118646,28,104
0,1201,277,10,3.2129963898916967,13,105
0,3179,695,35,3.489208633093525,74,223
0,512,121,15,3.107438016528925,2,31
0,1096,274,31,2.9014598540145986,43,116
0,688,147,19,3.523809523809524,33,38
0,1543,345,19,3.3797101449275364,26,65
0,1400,303,21,3.537953795379538,21,73
0,8051,1726,77,3.5758980301274623,222,546
0,168,32,2,4.125,0,6
0,1804,395,20,3.4835443037974683,26,102
0,3155,765,38,3.0091503267973856,158,324
0,1968,437,17,3.4096109839816933,55,135
0,1008,195,9,4.102564102564102,0,42
0,443,103,4,3.174757281553398,13,31
0,279,54,3,4.018518518518518,2,5
0,1729,349,13,3.8567335243553007,31,47
0,227,46,3,3.891304347826087,0,6
0,1432,313,17,3.4856230031948883,51,73
0,276,58,3,3.689655172413793,8,6
0,2213,580,32,2.681034482758621,94,319
0,1053,262,7,2.916030534351145,59,110
0,368,70,4,4.1571428571428575,11,7
0,661,127,4,4.110236220472441,9,13
0,447,82,6,4.317073170731708,1,13
0,1137,241,12,3.614107883817427,22,55
0,1512,319,29,3.652037617554859,24,57
0,1811,347,12,4.152737752161383,16,36
0,522,108,10,3.685185185185185,34,35
0,923,173,7,4.254335260115607,23,23
0,278,57,6,3.754385964912281,12,11
0,91,18,2,4.055555555555555,0,4
0,418,85,7,3.8117647058823527,20,18
0,257,53,2,3.7735849056603774,0,8
0,1202,220,17,4.327272727272727,27,42
0,938,212,9,3.339622641509434,41,87
0,92,15,1,5.066666666666666,0,3
0,5717,1151,68,3.887923544743701,18,151
0,2439,627,39,2.730462519936204,144,271
0,312,69,4,3.463768115942029,6,12
0,1373,261,5,4.160919540229885,45,61
0,6328,1388,138,3.4423631123919307,421,575
0,54,11,1,3.909090909090909,0,3
0,1879,403,21,3.5806451612903225,51,132
0,1696,403,116,3.119106699751861,60,171
0,7690,1304,91,4.792944785276074,145,223
0,2953,706,36,3.101983002832861,82,210
0,1143,270,26,3.1555555555555554,29,84
0,4634,930,37,3.897849462365592,59,219
0,2968,753,42,2.7755644090305447,58,319
0,2609,544,27,3.702205882352941,51,87
0,859,169,17,3.93491124260355,74,36
0,820,167,8,3.820359281437126,1,31
0,1056,241,3,3.2904564315352696,39,94
0,928,213,7,3.140845070422535,40,81
0,4826,1009,43,3.682854311199207,61,145
0,4384,932,24,3.6266094420600856,84,225
0,8851,1971,74,3.4074074074074074,238,625
0,986,208,8,3.6346153846153846,34,30
0,456,96,10,3.59375,29,26
0,1881,438,22,3.189497716894977,53,140
0,1479,281,8,4.213523131672598,35,39
0,111,23,1,3.782608695652174,0,4
0,8145,1472,60,4.504755434782608,102,232
0,753,162,13,3.574074074074074,10,23
0,468,91,5,4.043956043956044,0,12
0,1007,221,6,3.4524886877828056,24,42
0,866,179,14,3.7262569832402233,32,42
0,503,141,3,2.475177304964539,24,72
0,8654,1504,101,4.64561170212766,180,272
0,635,141,5,3.418439716312057,14,52
0,2288,447,31,4.03579418344519,20,70
0,495,100,8,3.87,26,32
0,1609,331,34,3.7522658610271904,32,62
0,5022,1038,59,3.7360308285163777,142,315
0,1533,317,16,3.7097791798107256,21,94
0,1965,507,30,2.777120315581854,70,210
0,2044,404,29,3.952970297029703,44,87
0,2796,678,24,3.050147492625369,65,249
0,2221,455,18,3.8,141,118
0,872,183,7,3.628415300546448,24,42
0,351,69,5,3.985507246376812,0,11
0,1393,313,11,3.3482428115015974,37,87
0,638,141,5,3.4326241134751774,4,36
0,958,200,11,3.685,17,44
0,4342,800,28,4.35,27,162
0,874,201,13,3.228855721393035,24,42
0,1052,243,7,3.246913580246914,48,99
0,1598,328,17,3.75,43,63
0,1357,278,11,3.773381294964029,25,73
0,5243,1257,30,3.0843277645186955,163,434
0,610,154,2,2.896103896103896,30,76
0,1823,390,14,3.494871794871795,88,129
0,3933,784,5,3.880102040816327,4,203
0,11135,2595,104,3.206936416184971,384,913
0,1010,228,18,3.324561403508772,28,87
0,530,106,7,3.8773584905660377,32,22
0,732,163,10,3.3865030674846626,12,33
0,2116,508,19,3.078740157480315,82,186
0,1654,355,40,3.571830985915493,5,84
0,799,174,10,3.4827586206896552,24,35
0,1176,276,9,3.1920289855072466,47,87
0,509,117,4,3.2735042735042734,26,51
0,819,157,3,4.121019108280255,24,18
0,2055,444,21,3.545045045045045,45,132
0,1895,435,59,3.2413793103448274,40,133
0,519,139,3,2.6546762589928057,24,69
0,360,67,7,4.283582089552239,9,13
0,283,57,3,3.8596491228070176,13,10
0,1951,454,23,3.1916299559471364,62,174
0,1643,444,62,2.623873873873874,158,172
0,712,157,6,3.4012738853503186,26,50
0,1057,229,13,3.475982532751092,67,71
0,2262,537,13,3.1396648044692737,74,189
0,1112,274,6,2.9927007299270074,39,108
0,396,86,5,3.5232558139534884,15,16
0,191,41,2,3.5853658536585367,5,7
0,815,171,10,3.678362573099416,15,39
0,1404,274,6,4.036496350364963,25,67
0,63,12,0,4.083333333333333,0,2
0,3132,705,39,3.35177304964539,83,220
0,1237,272,15,3.452205882352941,35,62
0,218,41,3,4.195121951219512,5,8
0,1086,197,16,4.4213197969543145,0,35
0,1400,305,24,3.498360655737705,43,60
0,915,202,8,3.435643564356436,25,44
0,2021,548,107,2.576642335766423,20,290
0,5294,1203,32,3.236076475477972,825,273
0,6974,1393,76,3.90667623833453,99,254
0,4927,892,33,4.445067264573991,29,102
0,1079,196,10,4.403061224489796,16,23
0,613,129,9,3.6589147286821695,22,19
0,194,33,2,4.757575757575758,0,4
0,802,136,5,4.816176470588236,2,14
0,647,129,6,3.945736434108527,10,15
0,102,20,3,4.05,0,5
0,2898,713,40,2.97054698457223,98,262
0,2457,585,27,3.064957264957265,83,240
0,1023,217,23,3.612903225806452,52,68
0,435,84,6,4.083333333333333,2,17
0,2181,517,15,3.133462282398453,59,201
0,394,81,5,3.7777777777777777,2,14
0,2742,622,13,3.3215434083601285,84,215
0,4570,926,43,3.862850971922246,69,147
0,1731,324,15,4.262345679012346,3,55
0,3400,658,31,4.086626139817629,42,137
0,1361,274,25,3.875912408759124,34,46
0,2485,548,19,3.43978102189781,68,149
0,1121,279,17,2.910394265232975,66,118
0,3338,694,30,3.7276657060518734,65,127
0,4794,980,22,3.778571428571429,124,343
0,1517,337,17,3.3887240356083086,58,111
0,1016,212,12,3.683962264150944,18,40
0,5550,1504,88,2.574468085106383,221,813
0,2537,531,18,3.68361581920904,82,142
0,367,68,4,4.279411764705882,6,8
0,910,181,17,3.889502762430939,35,38
0,9485,1819,196,4.108301264431006,90,410
0,428,95,11,3.421052631578948,0,22
0,1445,319,26,3.435736677115988,34,80
0,108,22,2,3.8181818181818175,0,6
0,18375,3757,117,3.817673675805164,222,1000
0,2069,417,24,3.817745803357314,23,94
0,481,89,0,4.303370786516854,0,8
0,476,87,7,4.379310344827586,9,15
0,380,80,5,3.6625,0,8
0,558,120,10,3.525,45,31
0,231,42,3,4.357142857142857,7,5
0,633,136,15,3.536764705882353,2,26
0,376,73,7,4.054794520547945,0,11
0,1643,373,26,3.310991957104558,67,131
0,162,27,2,4.888888888888889,0,4
0,2598,545,33,3.673394495412844,58,108
0,749,154,10,3.7662337662337664,17,31
0,739,163,11,3.4539877300613497,22,35
0,1338,302,25,3.3245033112582782,42,71
0,1689,380,17,3.3526315789473684,69,113
0,2422,632,22,2.75,128,304
0,475,90,5,4.188888888888889,0,13
0,1200,249,10,3.6987951807228914,20,46
0,1311,273,12,3.6996336996337,46,35
0,664,157,9,3.140127388535032,19,31
0,862,214,8,2.948598130841121,43,92
0,669,129,6,4.108527131782946,1,12
0,299,61,4,3.868852459016393,6,19
0,712,145,11,3.813793103448276,40,28
0,978,207,9,3.6618357487922704,21,24
0,2204,540,28,2.97962962962963,124,228
0,1343,291,20,3.5051546391752577,28,96
0,334,66,4,3.954545454545455,4,9
0,6230,1280,80,3.79375,101,388
0,7844,1451,78,4.363886974500344,110,276
0,1438,339,16,3.162241887905605,38,110
0,451,87,7,4.091954022988506,12,18
0,1273,364,24,2.417582417582417,68,191
0,524,105,6,3.923809523809524,11,15
0,857,167,11,4.041916167664671,3,21
0,650,115,3,4.573913043478261,3,6
0,1169,208,7,4.538461538461538,8,41
0,2941,652,23,3.4217791411042944,40,178
0,969,174,6,4.471264367816092,2,20
0,976,198,16,3.823232323232323,62,48
0,351,76,6,3.526315789473684,12,17
0,1571,307,12,4.03257328990228,32,61
0,897,229,16,2.8253275109170306,46,97
0,696,155,11,3.361290322580645,47,50
0,193,38,2,4.0,0,4
0,1599,293,14,4.378839590443686,0,31
0,547,113,15,3.7964601769911503,18,24
0,527,100,4,4.15,2,8
0,770,154,3,3.8896103896103895,0,45
0,949,181,8,4.149171270718232,6,23
0,659,165,5,2.896969696969697,32,77
0,1583,295,25,4.271186440677966,32,67
0,2547,503,22,3.988071570576541,24,91
0,329,75,3,3.2533333333333334,12,19
0,144,28,2,3.9642857142857135,0,4
0,1636,315,18,4.123809523809523,8,56
0,929,191,9,3.7591623036649215,12,29
0,3546,772,31,3.5142487046632125,100,239
0,423,78,6,4.333333333333333,25,19
0,352,63,4,4.476190476190476,1,10
0,493,100,5,3.85,1,14
0,786,148,7,4.243243243243243,0,15
0,2015,381,7,4.186351706036746,22,55
0,3279,765,36,3.186928104575163,126,247
0,2195,422,29,4.125592417061611,6,62
0,879,178,13,3.837078651685393,14,32
0,1776,365,22,3.772602739726028,14,79
0,3162,707,39,3.3705799151343707,57,200
0,1977,481,8,3.03950103950104,74,201
0,2042,384,18,4.205729166666667,4,71
0,382,81,5,3.6296296296296298,0,14
0,1749,410,13,3.15609756097561,72,142
0,3764,972,136,2.740740740740741,55,466
0,1010,208,12,3.75,32,35
0,523,108,3,3.768518518518519,14,18
0,1682,439,14,2.7312072892938497,72,179
0,248,49,2,4.0,4,7
0,2081,513,76,2.988304093567252,39,213
0,1747,362,18,3.7375690607734806,34,117
0,592,124,11,3.693548387096774,0,19
0,1284,296,19,3.22972972972973,58,112
0,1320,256,12,4.05859375,30,44
0,1261,339,38,2.6519174041297937,54,151
0,157,32,1,3.84375,0,8
0,1418,363,37,2.8071625344352618,79,126
0,1766,370,23,3.6648648648648647,39,94
0,669,129,9,4.077519379844961,18,29
0,3849,981,87,2.8144750254842,190,374
0,3601,811,37,3.3279901356350186,104,295
0,1371,301,38,3.495016611295681,26,92
0,598,122,3,3.7868852459016393,12,25
0,1593,319,26,3.8683385579937295,36,73
0,4902,1323,38,2.577475434618292,213,708
0,533,108,5,3.8055555555555554,20,24
0,2909,674,24,3.22106824925816,94,233
0,184,36,4,4.0,0,7
0,302,62,2,3.774193548387097,30,16
0,963,200,13,3.735,40,33
0,338,64,2,4.1875,9,14
0,100,19,1,4.2105263157894735,0,3
0,750,178,14,3.134831460674157,15,66
0,1418,300,12,3.64,17,66
0,477,108,9,3.2777777777777777,14,29
0,1338,275,13,3.756363636363636,14,56
0,720,156,9,3.5128205128205128,13,30
0,89,22,1,3.0,10,10
0,1438,335,13,3.2,25,139
0,852,163,9,4.128834355828221,0,19
0,1844,391,23,3.601023017902813,51,118
0,719,136,5,4.205882352941177,0,15
0,2992,736,94,3.001358695652174,208,280
0,3033,735,68,3.0394557823129253,199,241
0,592,129,8,3.5193798449612403,1,16
0,3491,717,33,3.7796373779637378,59,160
0,527,135,5,2.814814814814815,42,69
0,790,182,4,3.2142857142857144,64,63
0,1394,244,12,4.69672131147541,0,27
0,6182,1089,58,4.580348943985308,14,207
0,3668,823,24,3.362089914945322,108,261
0,1289,280,11,3.5,35,98
0,104,18,1,4.666666666666667,0,4
0,1777,366,13,3.7704918032786887,10,86
0,5115,958,48,4.249478079331942,101,113
0,4663,856,41,4.366822429906542,7,136
0,312,58,4,4.258620689655173,0,14
0,405,92,5,3.260869565217391,16,26
0,369,89,7,3.101123595505618,20,26
0,58,11,1,4.2727272727272725,0,4
0,2560,500,14,4.036,16,113
0,801,197,4,2.989847715736041,28,74
0,350,74,3,3.6621621621621614,0,9
0,426,87,9,3.747126436781609,1,16
0,1718,327,15,4.18348623853211,16,56
0,254,52,5,3.692307692307693,12,18
0,1405,290,7,3.7551724137931033,36,91
0,1495,281,13,4.224199288256227,0,61
0,413,98,8,3.1020408163265305,34,21
0,997,212,17,3.589622641509434,24,48
0,457,108,11,3.1203703703703702,14,29
0,1066,205,10,4.107317073170732,14,21
0,145,36,9,2.861111111111111,19,11
0,602,139,11,3.258992805755396,14,26
0,195,35,2,4.485714285714286,0,9
0,2210,568,57,2.778169014084507,81,208
0,1802,367,12,3.836512261580381,62,102
0,3853,751,25,4.105193075898802,24,147
0,2162,438,25,3.8493150684931514,28,116
0,1031,215,8,3.72093023255814,30,61
0,1483,328,17,3.4054878048780486,64,106
0,912,176,9,4.090909090909091,10,26
0,3347,760,36,3.278947368421053,116,243
0,1448,293,21,3.819112627986348,63,55
0,404,90,2,3.388888888888889,12,27
0,2638,556,31,3.6007194244604315,29,164
0,200,42,5,3.642857142857143,3,11
0,494,101,5,3.772277227722772,29,16
0,403,79,20,4.0,0,30
0,1032,249,11,3.048192771084337,68,107
0,1729,350,24,3.857142857142857,68,61
0,966,167,7,4.616766467065868,12,33
0,249,52,4,3.692307692307693,3,10
0,2295,485,21,3.6288659793814433,65,99
0,537,98,7,4.357142857142857,3,18
0,566,110,6,4.054545454545455,6,14
0,1192,292,22,2.993150684931507,63,127
0,770,160,9,3.69375,18,31
0,466,93,4,3.89247311827957,5,15
0,1389,339,8,3.005899705014749,50,115
0,1888,378,18,3.878306878306878,44,80
0,1442,339,16,3.162241887905605,38,110
0,408,81,8,3.9012345679012346,30,24
0,140,21,3,5.523809523809524,0,5
0,662,146,7,3.3972602739726026,23,39
0,1129,197,6,4.563451776649746,9,18
0,404,78,4,4.089743589743589,2,14
0,416,74,4,4.527027027027027,0,7
0,152,33,3,3.515151515151515,2,7
0,351,62,4,4.580645161290323,11,11
0,2724,537,25,3.9404096834264433,61,124
0,1526,300,28,4.05,7,63
0,456,101,7,3.396039603960396,26,33
0,3886,954,34,2.9465408805031448,167,403
0,3927,836,57,3.602870813397129,66,209
0,1340,290,17,3.4931034482758623,36,66
0,1556,352,15,3.34375,24,95
0,837,173,14,3.728323699421965,34,36
0,490,81,5,4.962962962962963,0,18
0,1272,320,12,2.909375,64,115
0,1162,241,13,3.721991701244813,22,38
0,596,124,15,3.693548387096774,32,28
0,1486,269,24,4.4237918215613385,12,44
0,3610,788,18,3.493654822335025,165,263
0,4515,933,45,3.7663451232583065,108,250
0,257,56,3,3.482142857142857,24,15
0,1448,333,27,3.27027027027027,24,106
0,982,188,15,4.138297872340425,55,41
0,1494,308,20,3.7564935064935066,36,57
0,179,33,3,4.393939393939394,0,5
0,7404,1343,75,4.473566641846612,84,232
0,352,95,6,2.6210526315789475,0,51
0,1343,324,11,3.049382716049383,41,118
0,878,160,3,4.38125,48,31
0,3785,771,26,3.802853437094682,55,210
0,4343,1038,40,3.068400770712909,173,392
0,2202,431,21,4.013921113689095,43,63
0,510,100,4,4.01,0,16
0,742,149,6,3.8993288590604025,1,19
0,2235,475,13,3.6294736842105264,34,131
0,1284,265,16,3.769811320754717,0,41
0,78,13,1,4.846153846153846,0,3
0,2236,600,32,2.6133333333333333,160,262
0,617,110,7,4.527272727272727,14,16
0,1706,373,19,3.479892761394102,53,118
0,292,63,5,3.4761904761904763,29,18
0,2317,471,25,3.8237791932059446,27,78
0,1933,443,32,3.2618510158013545,69,157
0,409,81,8,3.9012345679012346,30,24
0,2247,630,39,2.4571428571428573,135,322
0,1246,278,19,3.3741007194244603,51,58
0,164,36,3,3.5,10,9
0,344,79,7,3.2911392405063293,16,18
0,77,13,2,4.846153846153846,0,5
0,2345,490,69,3.6897959183673463,0,99
0,499,100,8,3.91,26,32
0,6360,1288,51,3.8501552795031055,107,303
0,1379,298,14,3.5436241610738257,46,56
0,151,30,3,3.9,0,9
0,840,170,6,3.8588235294117648,0,18
0,1172,245,16,3.6775510204081634,43,42
0,2270,426,20,4.223004694835681,61,56
0,2857,713,50,2.884992987377279,57,280
0,401,81,8,3.864197530864197,5,17
0,1864,430,17,3.2534883720930234,36,119
0,2932,715,88,3.0125874125874126,80,280
0,1325,310,13,3.177419354838709,55,115
0,634,128,7,3.8671875,3,21
0,1453,383,12,2.720626631853786,75,134
0,322,69,4,3.5942028985507246,12,14
0,9974,2023,92,3.836381611468117,354,517
0,429,79,6,4.341772151898734,26,20
0,502,107,7,3.616822429906542,2,18
0,660,126,7,4.166666666666667,0,11
0,2213,537,18,3.005586592178771,66,215
0,4310,857,19,3.950991831971995,24,161
0,1375,316,12,3.2563291139240507,58,93
0,1975,427,19,3.531615925058548,127,96
0,2671,539,34,3.844155844155844,70,148
0,3591,781,38,3.4903969270166453,28,263
0,1042,196,10,4.224489795918367,10,33
0,146,29,3,3.931034482758621,0,7
0,1183,234,12,3.931623931623931,44,45
0,628,107,6,4.757009345794392,6,14
0,386,74,3,4.121621621621622,4,8
0,492,100,8,3.84,25,32
0,1077,230,21,3.591304347826087,9,59
0,1442,331,20,3.256797583081571,38,111
0,1043,187,13,4.4866310160427805,10,26
0,980,190,10,4.078947368421052,4,27
0,1736,390,20,3.343589743589744,70,136
0,2001,435,17,3.491954022988505,38,94
0,3326,776,24,3.1920103092783507,89,243
0,350,83,2,3.144578313253012,26,12
0,2391,565,19,3.150442477876106,80,202
0,585,113,4,4.088495575221239,0,19
0,3638,689,39,4.179970972423803,70,179
0,2541,521,48,3.7927063339731286,71,111
0,505,107,7,3.6542056074766354,0,18
0,201,35,4,4.685714285714286,0,8
0,746,222,4,2.283783783783784,50,135
0,275,52,3,4.173076923076923,0,6
0,2857,543,18,4.186003683241252,30,108
0,1305,283,13,3.5159010600706715,32,56
0,3206,782,65,3.006393861892583,151,266
0,1071,243,7,3.3292181069958846,24,86
0,936,194,9,3.711340206185567,40,48
0,12361,2215,111,4.49841986455982,317,362
0,815,154,9,4.201298701298701,51,30
0,2297,467,22,3.811563169164882,45,122
0,5081,1209,25,3.112489660876758,175,429
0,1503,315,20,3.66031746031746,39,98
0,1207,322,11,2.6677018633540373,59,156
0,2896,628,26,3.511146496815287,46,143
0,2088,495,19,3.098989898989899,102,163
0,251,49,2,4.020408163265306,5,6
0,611,154,2,2.896103896103896,30,76
0,679,121,6,4.487603305785124,18,18
0,306,65,5,3.523076923076923,19,18
0,906,241,21,2.5145228215767634,32,132
0,571,120,4,3.65,14,24
0,1885,436,33,3.190366972477064,139,158
0,268,55,2,3.763636363636364,0,3
0,2306,441,13,4.106575963718821,71,97
0,1732,309,11,4.5210355987055015,4,29
0,1846,349,10,4.186246418338109,53,78
0,3227,647,31,3.918083462132921,3,85
0,616,119,8,4.033613445378151,35,26
0,319,65,1,3.769230769230769,21,10
0,1315,234,10,4.547008547008547,7,35
0,417,87,3,3.655172413793104,29,13
0,1165,259,3,3.3976833976833976,71,107
0,2139,481,19,3.363825363825364,45,154
0,729,150,8,3.78,31,18
0,1281,300,16,3.2,55,75
0,377,75,5,3.933333333333333,1,9
0,767,169,6,3.437869822485207,18,36
0,2572,553,20,3.569620253164557,112,187
0,3106,634,35,3.7981072555205047,31,133
0,775,145,8,4.220689655172414,0,24
0,718,129,11,4.48062015503876,4,33
0,592,152,4,2.8157894736842106,29,71
0,625,107,3,4.766355140186916,21,14
0,796,132,4,4.9393939393939394,0,20
0,2725,556,24,3.8129496402877696,62,132
0,1476,292,17,3.952054794520548,24,51
0,2051,467,21,3.312633832976445,26,87
0,2186,496,23,3.3205645161290325,80,180
0,2612,589,35,3.266553480475382,318,194
0,3934,712,48,4.39185393258427,113,161
0,6145,1223,45,3.9427636958299264,103,216
0,2293,507,19,3.435897435897436,53,95
0,324,73,8,3.356164383561644,0,18
0,282,55,3,4.0,2,8
0,564,102,3,4.431372549019608,4,9
0,1129,215,19,4.153488372093023,26,33
0,2324,437,18,4.187643020594965,64,60
0,366,68,6,4.323529411764706,0,14
0,2443,499,15,3.81563126252505,128,127
0,1691,304,10,4.421052631578948,40,37
0,2106,425,22,3.861176470588235,58,90
0,271,47,2,4.659574468085107,0,10
0,720,155,13,3.535483870967742,14,35
0,11132,2235,105,3.877404921700224,396,665
0,869,177,13,3.8079096045197742,12,34
0,836,178,7,3.5898876404494384,12,34
0,1496,313,81,3.712460063897764,6,119
0,3262,672,34,3.744047619047619,68,148
0,316,60,3,4.183333333333334,0,7
0,1872,446,30,3.0493273542600896,95,145
0,1273,284,15,3.3028169014084505,66,88
0,927,211,10,3.251184834123223,53,55
0,164,29,3,4.551724137931035,0,13
0,1377,309,12,3.346278317152104,31,81
0,68,15,5,3.533333333333333,0,7
0,506,105,5,3.752380952380952,12,20
0,261,58,5,3.396551724137931,24,17
0,4194,893,73,3.572228443449048,89,238
0,622,132,8,3.643939393939394,23,23
0,4496,923,43,3.789815817984832,51,177
0,1216,233,9,4.128755364806867,21,17
0,471,82,3,4.658536585365853,0,8
0,371,80,3,3.55,2,8
0,2355,506,26,3.5375494071146245,22,110
0,1241,220,17,4.5590909090909095,5,40
0,1230,233,15,4.206008583690987,15,29
0,1044,232,15,3.4008620689655173,44,55
0,1042,259,11,2.9266409266409266,38,92
0,1144,189,3,4.9523809523809526,10,43
0,1330,224,12,4.857142857142857,0,23
0,181,37,1,3.810810810810811,0,11
0,548,102,6,4.235294117647059,5,11
0,775,159,10,3.786163522012578,46,36
0,1279,239,12,4.2468619246861925,21,25
0,229,53,4,3.2452830188679247,19,14
0,1945,413,13,3.6198547215496366,20,95
0,1215,238,14,4.025210084033613,2,39
0,1665,348,21,3.67816091954023,40,75
0,731,144,8,3.9722222222222223,25,25
0,493,92,8,4.271739130434782,0,18
0,2083,452,47,3.5132743362831858,21,104
0,2502,503,31,3.874751491053678,17,75
0,1337,329,12,2.9696048632218845,45,109
0,3470,788,61,3.313451776649746,223,237
0,3485,800,29,3.26875,110,277
0,839,188,7,3.351063829787234,29,47
0,134,22,1,5.0,0,2
0,539,129,3,3.0387596899224807,24,35
0,1374,301,24,3.46843853820598,55,67
0,1680,343,15,3.793002915451895,46,82
0,3572,833,53,3.1668667466986795,214,299
0,1897,340,16,4.491176470588235,0,40
0,460,129,3,2.488372093023256,24,72
0,966,204,9,3.67156862745098,0,30
0,1190,251,10,3.633466135458167,17,46
0,830,158,8,4.1265822784810124,35,24
0,2212,584,32,2.702054794520548,158,243
0,519,106,5,3.811320754716981,0,12
0,1647,318,16,4.10377358490566,14,47
0,508,97,11,4.082474226804123,24,23
0,468,96,4,3.7708333333333335,1,14
0,114,19,1,4.894736842105263,0,3
0,1243,271,9,3.4907749077490773,41,76
0,1905,388,12,3.8350515463917527,74,106
0,1297,256,15,3.97265625,44,41
0,4061,834,56,3.781774580335731,55,192
0,315,61,2,4.049180327868853,0,6
0,1750,381,15,3.4960629921259843,28,113
0,13,2,0,5.5,0,1
0,1896,411,29,3.5036496350364965,36,90
0,1970,409,29,3.679706601466993,43,100
0,1534,299,17,4.043478260869565,31,59
0,1537,337,22,3.4807121661721068,17,77
0,1559,400,8,2.845,55,156
0,962,201,11,3.701492537313433,26,36
0,437,128,3,2.328125,24,72
0,4525,962,52,3.627858627858628,116,319
0,2035,353,16,4.688385269121813,0,41
0,1813,297,14,4.976430976430977,0,38
0,7552,1400,88,4.3185714285714285,171,199
0,502,99,5,3.919191919191919,24,23
0,1149,234,14,3.7905982905982905,34,51
0,381,79,8,3.746835443037975,6,14
0,2011,424,19,3.625,18,118
0,5319,1049,36,3.9275500476644414,135,308
0,434,88,5,3.863636363636364,4,13
0,43,6,1,6.166666666666667,0,3
0,596,125,9,3.664,5,25
0,105,24,3,3.2916666666666665,4,7
0,2961,702,19,3.141025641025641,76,238
0,3237,810,33,2.846913580246913,138,360
0,326,65,4,3.9384615384615382,0,10
0,341,73,11,3.5342465753424657,0,18
0,314,72,3,3.263888888888889,14,20
0,1712,388,15,3.31958762886598,48,122
0,3050,593,32,4.106239460370995,57,105
0,258,50,4,4.08,0,9
0,1111,258,14,3.2170542635658914,26,90
0,677,144,6,3.583333333333333,11,41
0,854,167,10,4.035928143712575,0,18
0,3083,784,30,2.7933673469387754,197,325
0,2273,431,22,4.17169373549884,20,57
0,1753,320,13,4.403125,5,48
0,2235,487,18,3.470225872689938,54,155
0,2314,417,11,4.4556354916067145,60,87
0,237,45,1,4.177777777777778,9,8
0,128,18,2,5.944444444444445,0,4
0,537,104,3,4.0673076923076925,20,11
0,1726,390,10,3.315384615384616,81,151
0,194,36,3,4.277777777777778,0,6
0,750,145,8,4.110344827586207,22,21
0,3632,901,84,2.9633740288568258,297,308
0,272,55,4,3.836363636363637,17,10
0,1360,245,11,4.43265306122449,4,41
0,1435,309,11,3.5372168284789645,45,103
0,956,176,8,4.295454545454546,35,27
0,385,80,2,3.7375,30,17
0,151,29,3,4.068965517241379,4,8
0,450,84,4,4.285714285714286,0,8
0,2017,361,16,4.562326869806094,0,32
0,473,86,4,4.465116279069767,0,8
0,1153,227,4,3.986784140969163,31,50
0,636,116,7,4.379310344827586,3,15
0,832,209,6,2.9138755980861246,28,81
0,1359,297,16,3.474747474747475,34,77
0,1756,372,14,3.618279569892473,39,106
0,1714,376,16,3.470744680851064,41,63
0,646,136,9,3.654411764705882,16,38
0,1841,395,35,3.640506329113924,37,118
0,1479,280,12,4.15,14,75
0,1375,238,13,4.697478991596639,4,24
0,5077,1043,71,3.7583892617449663,158,255
0,509,106,14,3.5849056603773586,38,20
0,571,124,5,3.4919354838709675,20,26
0,2904,593,15,3.806070826306914,140,164
0,2529,527,23,3.7039848197343455,57,102
0,342,59,4,4.711864406779661,11,9
0,912,180,7,3.95,58,24
0,395,74,4,4.256756756756757,28,18
0,506,99,5,4.03030303030303,5,11
0,314,57,2,4.421052631578948,8,10
0,634,143,11,3.3216783216783217,23,35
0,660,134,8,3.843283582089552,2,17
0,824,146,7,4.541095890410959,30,24
0,2082,401,21,4.102244389027431,77,51
0,378,78,4,3.756410256410256,7,12
0,1645,363,20,3.418732782369146,95,75
0,226,45,2,3.933333333333333,0,6
0,3695,862,17,3.2204176334106727,43,295
0,2168,517,15,3.133462282398453,59,201
0,2219,410,21,4.314634146341463,61,69
0,1276,269,28,3.66542750929368,12,48
0,1639,316,22,4.104430379746836,29,69
0,3031,691,26,3.3039073806078147,70,245
0,1767,357,21,3.8515406162464982,29,73
0,233,42,2,4.476190476190476,1,6
0,749,132,2,4.5227272727272725,49,16
0,301,58,5,4.068965517241379,18,6
0,3634,787,32,3.523506988564168,119,174
0,895,183,7,3.775956284153005,12,24
0,176,30,2,4.733333333333333,0,6
0,608,130,9,3.5615384615384613,15,30
0,746,164,11,3.475609756097561,18,30
0,902,173,9,4.104046242774566,13,32
0,1862,406,24,3.4729064039408866,75,125
0,701,138,8,4.007246376811594,0,29
0,3598,710,48,3.954929577464789,128,193
0,1752,392,3,3.392857142857143,30,151
0,1524,347,13,3.2651296829971184,71,134
0,264,45,4,4.8,0,7
0,572,120,7,3.658333333333333,27,25
0,1354,315,8,3.212698412698413,51,107
0,373,80,8,3.5625,22,14
0,1988,382,12,4.0680628272251305,55,80
0,1468,352,26,3.0994318181818183,36,118
